model,problem_id,stability
Dataset_DeepseekV3.1,p03012,0.663333
Dataset_DeepseekV3.1,p02898,0.74
Dataset_DeepseekV3.1,p03013,0.506667
Dataset_DeepseekV3.1,p02899,0.54
Dataset_DeepseekV3.1,p03371,0.58
Dataset_DeepseekV3.1,p02640,0.46
Dataset_DeepseekV3.1,p03775,0.706667
Dataset_DeepseekV3.1,p03239,0.693333
Dataset_DeepseekV3.1,p02682,0.66
Dataset_DeepseekV3.1,p02641,0.56
Dataset_DeepseekV3.1,p02681,0.57
Dataset_DeepseekV3.1,p03416,0.686667
Dataset_DeepseekV3.1,p02911,0.49
Dataset_DeepseekV3.1,p02723,0.66
Dataset_DeepseekV3.1,p02694,0.72
Dataset_DeepseekV3.1,p03370,0.596667
Dataset_DeepseekV3.1,p03011,0.663333
Dataset_DeepseekV3.1,p02657,0.653333
Dataset_DeepseekV3.1,p02910,0.566667
Dataset_DeepseekV3.1,p04030,0.733333
Dataset_DeepseekV3.1,p02257,0.723333
Dataset_DeepseekV3.1,p03161,0.75
Dataset_DeepseekV3.1,p02860,0.69
Dataset_DeepseekV3.1,p03160,0.703333
Dataset_DeepseekV3.1,p02256,0.526667
Dataset_DeepseekV3.1,p02848,0.556667
Dataset_DeepseekV3.1,p03000,0.49
Dataset_DeepseekV3.1,p03835,0.69
Dataset_DeepseekV3.1,p03001,0.563333
Dataset_DeepseekV3.1,p02718,0.646667
Dataset_DeepseekV3.1,p03360,0.683333
Dataset_DeepseekV3.1,p02268,0.603333
Dataset_DeepseekV3.1,p02730,0.62
Dataset_DeepseekV3.1,p02687,0.476667
Dataset_DeepseekV3.1,p02725,0.61
Dataset_DeepseekV3.1,p02693,0.596667
Dataset_DeepseekV3.1,p02724,0.57
Dataset_DeepseekV3.1,p02916,0.546667
Dataset_DeepseekV3.1,p02917,0.648333
Dataset_DeepseekV3.1,p02731,0.463333
Dataset_DeepseekV3.1,p02255,0.716667
Dataset_DeepseekV3.1,p02719,0.753333
Dataset_DeepseekV3.1,p03448,0.733333
Dataset_DeepseekV3.1,p02622,0.58
Dataset_DeepseekV3.1,p03474,0.603333
Dataset_DeepseekV3.1,p02971,0.656667
Dataset_DeepseekV3.1,p02959,0.596667
Dataset_DeepseekV3.1,p02408,0.686667
Dataset_DeepseekV3.1,p02409,0.606667
Dataset_DeepseekV3.1,p02390,0.583333
Dataset_DeepseekV3.1,p02420,0.493333
Dataset_DeepseekV3.1,p02391,0.593333
Dataset_DeepseekV3.1,p03071,0.58
Dataset_DeepseekV3.1,p03059,0.576667
Dataset_DeepseekV3.1,p02421,0.78
Dataset_DeepseekV3.1,p02958,0.626667
Dataset_DeepseekV3.1,p02970,0.706667
Dataset_DeepseekV3.1,p04044,0.693333
Dataset_DeepseekV3.1,p02582,0.45
Dataset_DeepseekV3.1,p03107,0.52
Dataset_DeepseekV3.1,p03449,0.636667
Dataset_DeepseekV3.1,p02755,0.633333
Dataset_DeepseekV3.1,p02621,0.57
Dataset_DeepseekV3.1,p02812,0.65
Dataset_DeepseekV3.1,p03072,0.526667
Dataset_DeepseekV3.1,p03073,0.623333
Dataset_DeepseekV3.1,p02392,0.59
Dataset_DeepseekV3.1,p02393,0.746667
Dataset_DeepseekV3.1,p02783,0.586667
Dataset_DeepseekV3.1,p02595,0.826667
Dataset_DeepseekV3.1,p02754,0.543333
Dataset_DeepseekV3.1,p03106,0.746667
Dataset_DeepseekV3.1,p03102,0.676667
Dataset_DeepseekV3.1,p02552,0.566667
Dataset_DeepseekV3.1,p02988,0.653333
Dataset_DeepseekV3.1,p02397,0.49
Dataset_DeepseekV3.1,p04043,0.52
Dataset_DeepseekV3.1,p02778,0.52
Dataset_DeepseekV3.1,p03076,0.586667
Dataset_DeepseekV3.1,p02396,0.54
Dataset_DeepseekV3.1,p03261,0.74
Dataset_DeepseekV3.1,p02802,0.54
Dataset_DeepseekV3.1,p02786,0.636667
Dataset_DeepseekV3.1,p02989,0.643333
Dataset_DeepseekV3.1,p03315,0.466667
Dataset_DeepseekV3.1,p02779,0.57
Dataset_DeepseekV3.1,p02553,0.706667
Dataset_DeepseekV3.1,p03854,0.53
Dataset_DeepseekV3.1,p02547,0.626667
Dataset_DeepseekV3.1,p02784,0.61
Dataset_DeepseekV3.1,p02753,0.43
Dataset_DeepseekV3.1,p02627,0.556667
Dataset_DeepseekV3.1,p02790,0.536667
Dataset_DeepseekV3.1,p03471,0.666667
Dataset_DeepseekV3.1,p03075,0.683333
Dataset_DeepseekV3.1,p02381,0.663333
Dataset_DeepseekV3.1,p02394,0.456667
Dataset_DeepseekV3.1,p02418,0.573333
Dataset_DeepseekV3.1,p02419,0.61
Dataset_DeepseekV3.1,p03060,0.633333
Dataset_DeepseekV3.1,p02801,0.543333
Dataset_DeepseekV3.1,p03289,0.663333
Dataset_DeepseekV3.1,p02829,0.663333
Dataset_DeepseekV3.1,p02785,0.646667
Dataset_DeepseekV3.1,p02791,0.643333
Dataset_DeepseekV3.1,p03680,0.643333
Dataset_DeepseekV3.1,p03470,0.753333
Dataset_DeepseekV3.1,p02578,0.53
Dataset_DeepseekV3.1,p03316,0.673333
Dataset_DeepseekV3.1,p03469,0.486667
Dataset_DeepseekV3.1,p03455,0.6
Dataset_DeepseekV3.1,p02993,0.706667
Dataset_DeepseekV3.1,p02777,0.5
Dataset_DeepseekV3.1,p02818,0.6
Dataset_DeepseekV3.1,p02987,0.543333
Dataset_DeepseekV3.1,p02830,0.696667
Dataset_DeepseekV3.1,p02415,0.596667
Dataset_DeepseekV3.1,p03086,0.806667
Dataset_DeepseekV3.1,p02401,0.58
Dataset_DeepseekV3.1,p02398,0.65
Dataset_DeepseekV3.1,p02399,0.566667
Dataset_DeepseekV3.1,p03087,0.686667
Dataset_DeepseekV3.1,p02400,0.603333
Dataset_DeepseekV3.1,p02414,0.7
Dataset_DeepseekV3.1,p02819,0.696667
Dataset_DeepseekV3.1,p02831,0.743333
Dataset_DeepseekV3.1,p03285,0.42
Dataset_DeepseekV3.1,p00001,0.776667
Dataset_DeepseekV3.1,p02945,0.66
Dataset_DeepseekV3.1,p02951,0.626667
Dataset_DeepseekV3.1,p03695,0.733333
Dataset_DeepseekV3.1,p02576,0.653333
Dataset_DeepseekV3.1,p03126,0.511667
Dataset_DeepseekV3.1,p03324,0.59
Dataset_DeepseekV3.1,p03456,0.78
Dataset_DeepseekV3.1,p00003,0.783333
Dataset_DeepseekV3.1,p02628,0.663333
Dataset_DeepseekV3.1,p02947,0.76
Dataset_DeepseekV3.1,p02953,0.64
Dataset_DeepseekV3.1,p02416,0.5
Dataset_DeepseekV3.1,p03293,0.643333
Dataset_DeepseekV3.1,p02402,0.656667
Dataset_DeepseekV3.1,p03720,0.683333
Dataset_DeepseekV3.1,p02403,0.616667
Dataset_DeepseekV3.1,p02417,0.591667
Dataset_DeepseekV3.1,p02629,0.673333
Dataset_DeepseekV3.1,p00002,0.57
Dataset_DeepseekV3.1,p02832,0.693333
Dataset_DeepseekV3.1,p03292,0.566667
Dataset_DeepseekV3.1,p03494,0.676667
Dataset_DeepseekV3.1,p02952,0.62
Dataset_DeepseekV3.1,p02946,0.72
Dataset_DeepseekV3.1,p03325,0.68
Dataset_DeepseekV3.1,p02577,0.643333
Dataset_DeepseekV3.1,p03457,0.723333
Dataset_DeepseekV3.1,p02981,0.563333
Dataset_DeepseekV3.1,p02639,0.493333
Dataset_DeepseekV3.1,p02759,0.663333
Dataset_DeepseekV3.1,p02995,0.806667
Dataset_DeepseekV3.1,p00006,0.576667
Dataset_DeepseekV3.1,p02771,0.633333
Dataset_DeepseekV3.1,p02413,0.756667
Dataset_DeepseekV3.1,p02836,0.66
Dataset_DeepseekV3.1,p02407,0.493333
Dataset_DeepseekV3.1,p03282,0.533333
Dataset_DeepseekV3.1,p03043,0.576667
Dataset_DeepseekV3.1,p02406,0.55
Dataset_DeepseekV3.1,p02412,0.616667
Dataset_DeepseekV3.1,p02957,0.486667
Dataset_DeepseekV3.1,p00007,0.73
Dataset_DeepseekV3.1,p03042,0.613333
Dataset_DeepseekV3.1,p03308,0.58
Dataset_DeepseekV3.1,p03644,0.47
Dataset_DeepseekV3.1,p03136,0.753333
Dataset_DeepseekV3.1,p02994,0.613333
Dataset_DeepseekV3.1,p02570,0.596667
Dataset_DeepseekV3.1,p02772,0.64
Dataset_DeepseekV3.1,p02982,0.696667
Dataset_DeepseekV3.1,p03478,0.786667
Dataset_DeepseekV3.1,p02766,0.713333
Dataset_DeepseekV3.1,p03493,0.596667
Dataset_DeepseekV3.1,p00005,0.643333
Dataset_DeepseekV3.1,p03242,0.546667
Dataset_DeepseekV3.1,p00011,0.533333
Dataset_DeepseekV3.1,p03281,0.646667
Dataset_DeepseekV3.1,p02835,0.6
Dataset_DeepseekV3.1,p02404,0.623333
Dataset_DeepseekV3.1,p02388,0.78
Dataset_DeepseekV3.1,p02410,0.57
Dataset_DeepseekV3.1,p02612,0.546667
Dataset_DeepseekV3.1,p02389,0.533333
Dataset_DeepseekV3.1,p02405,0.613333
Dataset_DeepseekV3.1,p02613,0.67
Dataset_DeepseekV3.1,p03041,0.633333
Dataset_DeepseekV3.1,p02411,0.67
Dataset_DeepseekV3.1,p02767,0.723333
Dataset_DeepseekV3.1,p02773,0.67
Dataset_DeepseekV3.1,p02571,0.616667
Dataset_DeepseekV3.1,p03243,0.516667
Dataset_DeepseekV3.1,p02983,0.63
Dataset_DeepseekV3.1,p03109,0.493333
Dataset_DeepseekV3.1,p02264,0.776667
Dataset_DeepseekV3.1,p02700,0.636667
Dataset_DeepseekV3.1,p03146,0.696667
Dataset_DeepseekV3.1,p03378,0.586667
Dataset_DeepseekV3.1,p02258,0.623333
Dataset_DeepseekV3.1,p02847,0.55
Dataset_DeepseekV3.1,p04012,0.61
Dataset_DeepseekV3.1,p02675,0.56
Dataset_DeepseekV3.1,p03998,0.516667
Dataset_DeepseekV3.1,p03147,0.57
Dataset_DeepseekV3.1,p02259,0.603333
Dataset_DeepseekV3.1,p02701,0.773333
Dataset_DeepseekV3.1,p03435,0.59
Dataset_DeepseekV3.1,p02729,0.5
Dataset_DeepseekV3.1,p02717,0.66
Dataset_DeepseekV3.1,p02677,0.716667
Dataset_DeepseekV3.1,p02887,0.523333
Dataset_DeepseekV3.1,p02688,0.593333
Dataset_DeepseekV3.1,p02879,0.666667
Dataset_DeepseekV3.1,p02712,0.503333
Dataset_DeepseekV3.1,p02886,0.71
Dataset_DeepseekV3.1,p02676,0.693333
Dataset_DeepseekV3.1,p03632,0.636667
Dataset_DeepseekV3.1,p03434,0.65
Dataset_DeepseekV3.1,p03352,0.67
Dataset_DeepseekV3.1,p02706,0.58
Dataset_DeepseekV3.1,p02921,0.546667
Dataset_DeepseekV3.1,p02935,0.706667
Dataset_DeepseekV3.1,p02909,0.493333
Dataset_DeepseekV3.1,p02713,0.72
Dataset_DeepseekV3.1,p03035,0.583333
Dataset_DeepseekV3.1,p02699,0.626667
Dataset_DeepseekV3.1,p03545,0.64
Dataset_DeepseekV3.1,p02934,0.77
Dataset_DeepseekV3.1,p02897,0.663333
Dataset_DeepseekV3.1,p03814,0.513333
Dataset_DeepseekV3.1,p02707,0.57
Dataset_DeepseekV3.1,p02263,0.76
Dataset_DeepseekV3.1,p02711,0.556667
Dataset_DeepseekV3.1,p02922,0.6
Dataset_DeepseekV3.1,p02881,0.65
Dataset_DeepseekV3.1,p02705,0.666667
Dataset_DeepseekV3.1,p02880,0.56
Dataset_DeepseekV3.1,p02659,0.546667
Dataset_DeepseekV3.1,p02923,0.606667
Dataset_DeepseekV3.1,p02658,0.76
Dataset_DeepseekV3.1,p03037,0.64
Dataset_DeepseekV3.1,p03220,0.533333
Dataset_DeepseekV3.1,p02260,0.69
Dataset_GPT3.5,p02641,0.49
Dataset_GPT3.5,p02899,0.41
Dataset_GPT3.5,p03013,0.343333
Dataset_GPT3.5,p03371,0.403333
Dataset_GPT3.5,p03775,0.423333
Dataset_GPT3.5,p02640,0.473333
Dataset_GPT3.5,p03239,0.48
Dataset_GPT3.5,p03012,0.49
Dataset_GPT3.5,p02682,0.48
Dataset_GPT3.5,p02898,0.636667
Dataset_GPT3.5,p03370,0.413333
Dataset_GPT3.5,p03416,0.61
Dataset_GPT3.5,p03011,0.493333
Dataset_GPT3.5,p02723,0.566667
Dataset_GPT3.5,p04030,0.52
Dataset_GPT3.5,p02694,0.516667
Dataset_GPT3.5,p02681,0.513333
Dataset_GPT3.5,p02911,0.373333
Dataset_GPT3.5,p02657,0.573333
Dataset_GPT3.5,p02910,0.396667
Dataset_GPT3.5,p03161,0.673333
Dataset_GPT3.5,p02257,0.583333
Dataset_GPT3.5,p02860,0.483333
Dataset_GPT3.5,p03000,0.44
Dataset_GPT3.5,p02268,0.55
Dataset_GPT3.5,p03160,0.683333
Dataset_GPT3.5,p03001,0.426667
Dataset_GPT3.5,p02848,0.51
Dataset_GPT3.5,p03835,0.36
Dataset_GPT3.5,p02256,0.533333
Dataset_GPT3.5,p02718,0.4
Dataset_GPT3.5,p02730,0.473333
Dataset_GPT3.5,p03360,0.496667
Dataset_GPT3.5,p02724,0.443333
Dataset_GPT3.5,p02693,0.42
Dataset_GPT3.5,p02917,0.44
Dataset_GPT3.5,p02725,0.46
Dataset_GPT3.5,p02687,0.49
Dataset_GPT3.5,p02916,0.453333
Dataset_GPT3.5,p02731,0.366667
Dataset_GPT3.5,p02719,0.436667
Dataset_GPT3.5,p03448,0.526667
Dataset_GPT3.5,p02255,0.766667
Dataset_GPT3.5,p03474,0.416667
Dataset_GPT3.5,p02959,0.456667
Dataset_GPT3.5,p02971,0.41
Dataset_GPT3.5,p02408,0.446667
Dataset_GPT3.5,p02622,0.456667
Dataset_GPT3.5,p02420,0.41
Dataset_GPT3.5,p02391,0.616667
Dataset_GPT3.5,p02409,0.43
Dataset_GPT3.5,p03071,0.606667
Dataset_GPT3.5,p04044,0.583333
Dataset_GPT3.5,p03059,0.543333
Dataset_GPT3.5,p02390,0.49
Dataset_GPT3.5,p02421,0.67
Dataset_GPT3.5,p03449,0.563333
Dataset_GPT3.5,p02970,0.513333
Dataset_GPT3.5,p02958,0.41
Dataset_GPT3.5,p02582,0.413333
Dataset_GPT3.5,p02755,0.353333
Dataset_GPT3.5,p03107,0.42
Dataset_GPT3.5,p02621,0.543333
Dataset_GPT3.5,p02392,0.566667
Dataset_GPT3.5,p02812,0.523333
Dataset_GPT3.5,p03073,0.383333
Dataset_GPT3.5,p02393,0.716667
Dataset_GPT3.5,p03072,0.363333
Dataset_GPT3.5,p02783,0.41
Dataset_GPT3.5,p02754,0.363333
Dataset_GPT3.5,p02552,0.533333
Dataset_GPT3.5,p02988,0.486667
Dataset_GPT3.5,p02595,0.383333
Dataset_GPT3.5,p03102,0.41
Dataset_GPT3.5,p03106,0.38
Dataset_GPT3.5,p02778,0.583333
Dataset_GPT3.5,p03076,0.436667
Dataset_GPT3.5,p04043,0.466667
Dataset_GPT3.5,p02396,0.5
Dataset_GPT3.5,p02397,0.46
Dataset_GPT3.5,p02802,0.426667
Dataset_GPT3.5,p02786,0.55
Dataset_GPT3.5,p03261,0.48
Dataset_GPT3.5,p02989,0.413333
Dataset_GPT3.5,p02779,0.42
Dataset_GPT3.5,p02547,0.406667
Dataset_GPT3.5,p02553,0.463333
Dataset_GPT3.5,p03315,0.483333
Dataset_GPT3.5,p03854,0.49
Dataset_GPT3.5,p03471,0.443333
Dataset_GPT3.5,p02753,0.383333
Dataset_GPT3.5,p02784,0.506667
Dataset_GPT3.5,p02419,0.563333
Dataset_GPT3.5,p02381,0.696667
Dataset_GPT3.5,p02627,0.59
Dataset_GPT3.5,p02790,0.333333
Dataset_GPT3.5,p02394,0.503333
Dataset_GPT3.5,p03060,0.43
Dataset_GPT3.5,p03075,0.54
Dataset_GPT3.5,p02418,0.496667
Dataset_GPT3.5,p02829,0.45
Dataset_GPT3.5,p02801,0.476667
Dataset_GPT3.5,p02785,0.533333
Dataset_GPT3.5,p02791,0.376667
Dataset_GPT3.5,p03470,0.59
Dataset_GPT3.5,p03289,0.453333
Dataset_GPT3.5,p02578,0.393333
Dataset_GPT3.5,p03680,0.543333
Dataset_GPT3.5,p02777,0.52
Dataset_GPT3.5,p03316,0.62
Dataset_GPT3.5,p03469,0.386667
Dataset_GPT3.5,p02987,0.46
Dataset_GPT3.5,p02993,0.526667
Dataset_GPT3.5,p02818,0.463333
Dataset_GPT3.5,p02830,0.606667
Dataset_GPT3.5,p03455,0.456667
Dataset_GPT3.5,p02401,0.54
Dataset_GPT3.5,p02415,0.51
Dataset_GPT3.5,p03086,0.683333
Dataset_GPT3.5,p02398,0.58
Dataset_GPT3.5,p02399,0.46
Dataset_GPT3.5,p03087,0.46
Dataset_GPT3.5,p02414,0.453333
Dataset_GPT3.5,p02400,0.543333
Dataset_GPT3.5,p03285,0.45
Dataset_GPT3.5,p02831,0.773333
Dataset_GPT3.5,p02945,0.67
Dataset_GPT3.5,p02819,0.62
Dataset_GPT3.5,p03695,0.45
Dataset_GPT3.5,p02951,0.443333
Dataset_GPT3.5,p02576,0.466667
Dataset_GPT3.5,p03324,0.396667
Dataset_GPT3.5,p03126,0.416667
Dataset_GPT3.5,p03456,0.603333
Dataset_GPT3.5,p00001,0.65
Dataset_GPT3.5,p02947,0.576667
Dataset_GPT3.5,p02953,0.456667
Dataset_GPT3.5,p00003,0.536667
Dataset_GPT3.5,p03293,0.486667
Dataset_GPT3.5,p02628,0.513333
Dataset_GPT3.5,p02417,0.583333
Dataset_GPT3.5,p02403,0.513333
Dataset_GPT3.5,p02402,0.63
Dataset_GPT3.5,p03720,0.41
Dataset_GPT3.5,p02832,0.443333
Dataset_GPT3.5,p02629,0.56
Dataset_GPT3.5,p02416,0.53
Dataset_GPT3.5,p00002,0.506667
Dataset_GPT3.5,p03494,0.51
Dataset_GPT3.5,p02952,0.593333
Dataset_GPT3.5,p03292,0.506667
Dataset_GPT3.5,p03457,0.506667
Dataset_GPT3.5,p02946,0.463333
Dataset_GPT3.5,p02577,0.6
Dataset_GPT3.5,p02981,0.49
Dataset_GPT3.5,p02759,0.38
Dataset_GPT3.5,p02995,0.63
Dataset_GPT3.5,p02771,0.513333
Dataset_GPT3.5,p03325,0.623333
Dataset_GPT3.5,p02639,0.536667
Dataset_GPT3.5,p00006,0.503333
Dataset_GPT3.5,p03282,0.363333
Dataset_GPT3.5,p02836,0.633333
Dataset_GPT3.5,p03043,0.483333
Dataset_GPT3.5,p02407,0.486667
Dataset_GPT3.5,p02413,0.586667
Dataset_GPT3.5,p03308,0.646667
Dataset_GPT3.5,p03042,0.563333
Dataset_GPT3.5,p02994,0.49
Dataset_GPT3.5,p02406,0.516667
Dataset_GPT3.5,p02412,0.42
Dataset_GPT3.5,p02957,0.42
Dataset_GPT3.5,p00007,0.523333
Dataset_GPT3.5,p03136,0.573333
Dataset_GPT3.5,p03644,0.453333
Dataset_GPT3.5,p02570,0.516667
Dataset_GPT3.5,p00011,0.373333
Dataset_GPT3.5,p03478,0.493333
Dataset_GPT3.5,p02766,0.6
Dataset_GPT3.5,p03242,0.396667
Dataset_GPT3.5,p02772,0.396667
Dataset_GPT3.5,p03493,0.596667
Dataset_GPT3.5,p02982,0.53
Dataset_GPT3.5,p02612,0.54
Dataset_GPT3.5,p00005,0.6
Dataset_GPT3.5,p03281,0.616667
Dataset_GPT3.5,p02404,0.546667
Dataset_GPT3.5,p03041,0.59
Dataset_GPT3.5,p02389,0.446667
Dataset_GPT3.5,p02410,0.483333
Dataset_GPT3.5,p02405,0.493333
Dataset_GPT3.5,p02411,0.566667
Dataset_GPT3.5,p02835,0.52
Dataset_GPT3.5,p02388,0.686667
Dataset_GPT3.5,p02613,0.49
Dataset_GPT3.5,p03243,0.486667
Dataset_GPT3.5,p02767,0.513333
Dataset_GPT3.5,p02983,0.4
Dataset_GPT3.5,p02773,0.653333
Dataset_GPT3.5,p02258,0.676667
Dataset_GPT3.5,p03146,0.623333
Dataset_GPT3.5,p02264,0.67
Dataset_GPT3.5,p02571,0.453333
Dataset_GPT3.5,p02700,0.36
Dataset_GPT3.5,p03109,0.466667
Dataset_GPT3.5,p03378,0.413333
Dataset_GPT3.5,p02847,0.413333
Dataset_GPT3.5,p03998,0.363333
Dataset_GPT3.5,p02675,0.46
Dataset_GPT3.5,p02701,0.776667
Dataset_GPT3.5,p02259,0.723333
Dataset_GPT3.5,p03147,0.446667
Dataset_GPT3.5,p02729,0.443333
Dataset_GPT3.5,p02717,0.54
Dataset_GPT3.5,p03435,0.466667
Dataset_GPT3.5,p02677,0.596667
Dataset_GPT3.5,p02887,0.466667
Dataset_GPT3.5,p04012,0.7
Dataset_GPT3.5,p02688,0.48
Dataset_GPT3.5,p02879,0.646667
Dataset_GPT3.5,p02886,0.4
Dataset_GPT3.5,p03352,0.346667
Dataset_GPT3.5,p02676,0.58
Dataset_GPT3.5,p03434,0.546667
Dataset_GPT3.5,p03632,0.47
Dataset_GPT3.5,p02706,0.493333
Dataset_GPT3.5,p02921,0.543333
Dataset_GPT3.5,p02712,0.373333
Dataset_GPT3.5,p02935,0.5
Dataset_GPT3.5,p02909,0.44
Dataset_GPT3.5,p03035,0.453333
Dataset_GPT3.5,p03545,0.506667
Dataset_GPT3.5,p02897,0.523333
Dataset_GPT3.5,p02699,0.503333
Dataset_GPT3.5,p02934,0.658333
Dataset_GPT3.5,p02713,0.476667
Dataset_GPT3.5,p03814,0.583333
Dataset_GPT3.5,p02707,0.526667
Dataset_GPT3.5,p02263,0.686667
Dataset_GPT3.5,p02711,0.493333
Dataset_GPT3.5,p02922,0.583333
Dataset_GPT3.5,p02705,0.506667
Dataset_GPT3.5,p02659,0.423333
Dataset_GPT3.5,p02881,0.41
Dataset_GPT3.5,p02880,0.496667
Dataset_GPT3.5,p02923,0.53
Dataset_GPT3.5,p03037,0.33
Dataset_GPT3.5,p02658,0.563333
Dataset_GPT3.5,p02260,0.77
Dataset_GPT3.5,p03220,0.506667
Dataset_GPT4o,p03013,0.416667
Dataset_GPT4o,p03012,0.656667
Dataset_GPT4o,p03775,0.623333
Dataset_GPT4o,p02640,0.46
Dataset_GPT4o,p02899,0.583333
Dataset_GPT4o,p02898,0.733333
Dataset_GPT4o,p03239,0.636667
Dataset_GPT4o,p02641,0.556667
Dataset_GPT4o,p02682,0.64
Dataset_GPT4o,p03371,0.45
Dataset_GPT4o,p03370,0.513333
Dataset_GPT4o,p03416,0.683333
Dataset_GPT4o,p02681,0.59
Dataset_GPT4o,p03011,0.643333
Dataset_GPT4o,p02910,0.57
Dataset_GPT4o,p02694,0.643333
Dataset_GPT4o,p04030,0.656667
Dataset_GPT4o,p02657,0.653333
Dataset_GPT4o,p02723,0.656667
Dataset_GPT4o,p02911,0.496667
Dataset_GPT4o,p03161,0.646667
Dataset_GPT4o,p02257,0.743333
Dataset_GPT4o,p02848,0.62
Dataset_GPT4o,p03001,0.49
Dataset_GPT4o,p03000,0.59
Dataset_GPT4o,p03835,0.63
Dataset_GPT4o,p03160,0.773333
Dataset_GPT4o,p02268,0.573333
Dataset_GPT4o,p02256,0.65
Dataset_GPT4o,p02860,0.7
Dataset_GPT4o,p03360,0.603333
Dataset_GPT4o,p02718,0.663333
Dataset_GPT4o,p02724,0.566667
Dataset_GPT4o,p02730,0.603333
Dataset_GPT4o,p02693,0.533333
Dataset_GPT4o,p02687,0.546667
Dataset_GPT4o,p02916,0.513333
Dataset_GPT4o,p02725,0.566667
Dataset_GPT4o,p02731,0.556667
Dataset_GPT4o,p02719,0.62
Dataset_GPT4o,p02255,0.73
Dataset_GPT4o,p02917,0.593333
Dataset_GPT4o,p03474,0.56
Dataset_GPT4o,p02959,0.486667
Dataset_GPT4o,p02420,0.506667
Dataset_GPT4o,p03448,0.696667
Dataset_GPT4o,p02622,0.623333
Dataset_GPT4o,p02971,0.566667
Dataset_GPT4o,p02408,0.676667
Dataset_GPT4o,p02390,0.54
Dataset_GPT4o,p02409,0.49
Dataset_GPT4o,p02391,0.59
Dataset_GPT4o,p04044,0.626667
Dataset_GPT4o,p03071,0.64
Dataset_GPT4o,p03059,0.48
Dataset_GPT4o,p02958,0.58
Dataset_GPT4o,p02970,0.64
Dataset_GPT4o,p02421,0.776667
Dataset_GPT4o,p03449,0.596667
Dataset_GPT4o,p02582,0.603333
Dataset_GPT4o,p02755,0.52
Dataset_GPT4o,p03107,0.441667
Dataset_GPT4o,p02621,0.545
Dataset_GPT4o,p02812,0.626667
Dataset_GPT4o,p03073,0.463333
Dataset_GPT4o,p02392,0.623333
Dataset_GPT4o,p03072,0.46
Dataset_GPT4o,p02393,0.69
Dataset_GPT4o,p02783,0.603333
Dataset_GPT4o,p02754,0.503333
Dataset_GPT4o,p02595,0.73
Dataset_GPT4o,p03106,0.726667
Dataset_GPT4o,p02778,0.563333
Dataset_GPT4o,p02988,0.693333
Dataset_GPT4o,p03102,0.643333
Dataset_GPT4o,p03076,0.54
Dataset_GPT4o,p02552,0.553333
Dataset_GPT4o,p02397,0.426667
Dataset_GPT4o,p02396,0.583333
Dataset_GPT4o,p02802,0.606667
Dataset_GPT4o,p04043,0.506667
Dataset_GPT4o,p03261,0.73
Dataset_GPT4o,p02989,0.64
Dataset_GPT4o,p02553,0.613333
Dataset_GPT4o,p02786,0.616667
Dataset_GPT4o,p02779,0.613333
Dataset_GPT4o,p03315,0.52
Dataset_GPT4o,p02547,0.593333
Dataset_GPT4o,p02790,0.566667
Dataset_GPT4o,p02753,0.553333
Dataset_GPT4o,p03854,0.506667
Dataset_GPT4o,p03471,0.626667
Dataset_GPT4o,p02394,0.393333
Dataset_GPT4o,p03075,0.62
Dataset_GPT4o,p02627,0.613333
Dataset_GPT4o,p02419,0.63
Dataset_GPT4o,p03060,0.62
Dataset_GPT4o,p02418,0.53
Dataset_GPT4o,p02829,0.49
Dataset_GPT4o,p03289,0.623333
Dataset_GPT4o,p02381,0.64
Dataset_GPT4o,p02785,0.583333
Dataset_GPT4o,p02801,0.5
Dataset_GPT4o,p03316,0.683333
Dataset_GPT4o,p02791,0.596667
Dataset_GPT4o,p02578,0.473333
Dataset_GPT4o,p02777,0.503333
Dataset_GPT4o,p03469,0.56
Dataset_GPT4o,p03680,0.666667
Dataset_GPT4o,p03470,0.733333
Dataset_GPT4o,p02987,0.52
Dataset_GPT4o,p02993,0.65
Dataset_GPT4o,p03455,0.536667
Dataset_GPT4o,p02818,0.583333
Dataset_GPT4o,p02830,0.636667
Dataset_GPT4o,p02415,0.583333
Dataset_GPT4o,p03086,0.7
Dataset_GPT4o,p02401,0.65
Dataset_GPT4o,p02398,0.663333
Dataset_GPT4o,p02399,0.526667
Dataset_GPT4o,p02414,0.663333
Dataset_GPT4o,p03087,0.673333
Dataset_GPT4o,p02400,0.63
Dataset_GPT4o,p02831,0.773333
Dataset_GPT4o,p03285,0.416667
Dataset_GPT4o,p02819,0.68
Dataset_GPT4o,p00001,0.68
Dataset_GPT4o,p02784,0.62
Dataset_GPT4o,p02951,0.606667
Dataset_GPT4o,p03695,0.683333
Dataset_GPT4o,p03324,0.553333
Dataset_GPT4o,p02576,0.536667
Dataset_GPT4o,p02945,0.656667
Dataset_GPT4o,p03126,0.523333
Dataset_GPT4o,p02947,0.75
Dataset_GPT4o,p03456,0.6
Dataset_GPT4o,p00003,0.673333
Dataset_GPT4o,p02628,0.656667
Dataset_GPT4o,p02953,0.573333
Dataset_GPT4o,p03293,0.66
Dataset_GPT4o,p03720,0.5
Dataset_GPT4o,p02402,0.61
Dataset_GPT4o,p02416,0.616667
Dataset_GPT4o,p02403,0.553333
Dataset_GPT4o,p02417,0.6
Dataset_GPT4o,p02832,0.693333
Dataset_GPT4o,p00002,0.536667
Dataset_GPT4o,p03292,0.593333
