model,problem_id,stability
Dataset_O4-mini,p03316,0.743333
Dataset_O4-mini,p02993,0.688333
Dataset_O4-mini,p02777,0.426667
Dataset_O4-mini,p03455,0.586667
Dataset_O4-mini,p02987,0.64
Dataset_O4-mini,p02818,0.62
Dataset_O4-mini,p02401,0.606667
Dataset_O4-mini,p02830,0.63
Dataset_O4-mini,p02398,0.68
Dataset_O4-mini,p02415,0.656667
Dataset_O4-mini,p03086,0.773333
Dataset_O4-mini,p02399,0.606667
Dataset_O4-mini,p02414,0.67
Dataset_O4-mini,p02400,0.603333
Dataset_O4-mini,p02831,0.78
Dataset_O4-mini,p03087,0.656667
Dataset_O4-mini,p03695,0.796667
Dataset_O4-mini,p03285,0.456667
Dataset_O4-mini,p00001,0.72
Dataset_O4-mini,p02945,0.71
Dataset_O4-mini,p02819,0.623333
Dataset_O4-mini,p02951,0.606667
Dataset_O4-mini,p03126,0.643333
Dataset_O4-mini,p02576,0.711667
Dataset_O4-mini,p03324,0.43
Dataset_O4-mini,p03456,0.656667
Dataset_O4-mini,p03293,0.676667
Dataset_O4-mini,p02416,0.506667
Dataset_O4-mini,p02947,0.786667
Dataset_O4-mini,p02628,0.68
Dataset_O4-mini,p02953,0.646667
Dataset_O4-mini,p00003,0.73
Dataset_O4-mini,p02417,0.66
Dataset_O4-mini,p03720,0.64
Dataset_O4-mini,p02402,0.801667
Dataset_O4-mini,p02403,0.633333
Dataset_O4-mini,p02832,0.666667
Dataset_O4-mini,p02952,0.74
Dataset_O4-mini,p03292,0.633333
Dataset_O4-mini,p03494,0.7
Dataset_O4-mini,p02629,0.563333
Dataset_O4-mini,p00002,0.52
Dataset_O4-mini,p02946,0.636667
Dataset_O4-mini,p03325,0.703333
Dataset_O4-mini,p03457,0.783333
Dataset_O4-mini,p02577,0.57
Dataset_O4-mini,p02981,0.606667
Dataset_O4-mini,p02639,0.546667
Dataset_O4-mini,p02759,0.7
Dataset_O4-mini,p00006,0.626667
Dataset_O4-mini,p02771,0.606667
Dataset_O4-mini,p02836,0.666667
Dataset_O4-mini,p02407,0.546667
Dataset_O4-mini,p03282,0.56
Dataset_O4-mini,p02413,0.766667
Dataset_O4-mini,p03043,0.54
Dataset_O4-mini,p02995,0.831667
Dataset_O4-mini,p02406,0.723333
Dataset_O4-mini,p03042,0.623333
Dataset_O4-mini,p00007,0.7
Dataset_O4-mini,p02957,0.62
Dataset_O4-mini,p02412,0.72
Dataset_O4-mini,p02994,0.626667
Dataset_O4-mini,p03644,0.6
Dataset_O4-mini,p02570,0.65
Dataset_O4-mini,p03308,0.63
Dataset_O4-mini,p03136,0.676667
Dataset_O4-mini,p02982,0.726667
Dataset_O4-mini,p02772,0.546667
Dataset_O4-mini,p03478,0.756667
Dataset_O4-mini,p03493,0.646667
Dataset_O4-mini,p02766,0.69
Dataset_O4-mini,p03242,0.55
Dataset_O4-mini,p03281,0.723333
Dataset_O4-mini,p00005,0.79
Dataset_O4-mini,p02835,0.606667
Dataset_O4-mini,p00011,0.52
Dataset_O4-mini,p02612,0.536667
Dataset_O4-mini,p02388,0.663333
Dataset_O4-mini,p02404,0.573333
Dataset_O4-mini,p02389,0.75
Dataset_O4-mini,p02410,0.69
Dataset_O4-mini,p02411,0.563333
Dataset_O4-mini,p02405,0.54
Dataset_O4-mini,p03041,0.6
Dataset_O4-mini,p02767,0.736667
Dataset_O4-mini,p02613,0.59
Dataset_O4-mini,p03243,0.45
Dataset_O4-mini,p02983,0.656667
Dataset_O4-mini,p03109,0.516667
Dataset_O4-mini,p02264,0.753333
Dataset_O4-mini,p02773,0.67
Dataset_O4-mini,p02571,0.62
Dataset_O4-mini,p03146,0.73
Dataset_O4-mini,p02700,0.503333
Dataset_O4-mini,p02258,0.733333
Dataset_O4-mini,p03378,0.506667
Dataset_O4-mini,p02847,0.54
Dataset_O4-mini,p03998,0.54
Dataset_O4-mini,p04012,0.623333
Dataset_O4-mini,p02701,0.736667
Dataset_O4-mini,p02675,0.51
Dataset_O4-mini,p02729,0.576667
Dataset_O4-mini,p02259,0.736667
Dataset_O4-mini,p03147,0.656667
Dataset_O4-mini,p03435,0.63
Dataset_O4-mini,p02677,0.706667
Dataset_O4-mini,p02717,0.606667
Dataset_O4-mini,p02887,0.65
Dataset_O4-mini,p02688,0.746667
Dataset_O4-mini,p02879,0.706667
Dataset_O4-mini,p02886,0.676667
Dataset_O4-mini,p03434,0.686667
Dataset_O4-mini,p03352,0.743333
Dataset_O4-mini,p02676,0.75
Dataset_O4-mini,p02706,0.716667
Dataset_O4-mini,p03632,0.87
Dataset_O4-mini,p02712,0.55
Dataset_O4-mini,p02921,0.573333
Dataset_O4-mini,p02935,0.62
Dataset_O4-mini,p02909,0.56
Dataset_O4-mini,p02699,0.603333
Dataset_O4-mini,p03035,0.596667
Dataset_O4-mini,p03545,0.57
Dataset_O4-mini,p02897,0.646667
Dataset_O4-mini,p02934,0.79
Dataset_O4-mini,p03814,0.81
Dataset_O4-mini,p02263,0.81
Dataset_O4-mini,p02711,0.623333
Dataset_O4-mini,p02713,0.746667
Dataset_O4-mini,p02707,0.636667
Dataset_O4-mini,p02922,0.69
Dataset_O4-mini,p02659,0.58
Dataset_O4-mini,p02705,0.756667
Dataset_O4-mini,p02881,0.66
Dataset_O4-mini,p03037,0.636667
Dataset_O4-mini,p02880,0.553333
Dataset_O4-mini,p02658,0.75
Dataset_O4-mini,p02923,0.653333
Dataset_O4-mini,p02260,0.816667
Dataset_O4-mini,p03220,0.54
Dataset_Qwen3VL,p02899,0.316667
Dataset_Qwen3VL,p03775,0.446667
Dataset_Qwen3VL,p02641,0.396667
Dataset_Qwen3VL,p02640,0.39
Dataset_Qwen3VL,p03013,0.226667
Dataset_Qwen3VL,p03012,0.43
Dataset_Qwen3VL,p03371,0.4
Dataset_Qwen3VL,p02898,0.32
Dataset_Qwen3VL,p03239,0.453333
Dataset_Qwen3VL,p02682,0.32
Dataset_Qwen3VL,p03370,0.46
Dataset_Qwen3VL,p02657,0.526667
Dataset_Qwen3VL,p03416,0.523333
Dataset_Qwen3VL,p04030,0.406667
Dataset_Qwen3VL,p02681,0.44
Dataset_Qwen3VL,p03011,0.44
Dataset_Qwen3VL,p02910,0.373333
Dataset_Qwen3VL,p03161,0.383333
Dataset_Qwen3VL,p02911,0.31
Dataset_Qwen3VL,p02723,0.406667
Dataset_Qwen3VL,p02694,0.406667
Dataset_Qwen3VL,p02257,0.58
Dataset_Qwen3VL,p03835,0.283333
Dataset_Qwen3VL,p03001,0.32
Dataset_Qwen3VL,p02860,0.446667
Dataset_Qwen3VL,p03000,0.476667
Dataset_Qwen3VL,p02848,0.295
Dataset_Qwen3VL,p03360,0.363333
Dataset_Qwen3VL,p03160,0.44
Dataset_Qwen3VL,p02268,0.41
Dataset_Qwen3VL,p02256,0.39
Dataset_Qwen3VL,p02718,0.253333
Dataset_Qwen3VL,p02730,0.386667
Dataset_Qwen3VL,p02724,0.386667
Dataset_Qwen3VL,p02917,0.38
Dataset_Qwen3VL,p02687,0.376667
Dataset_Qwen3VL,p02719,0.353333
Dataset_Qwen3VL,p02255,0.446667
Dataset_Qwen3VL,p02731,0.363333
Dataset_Qwen3VL,p02693,0.36
Dataset_Qwen3VL,p03448,0.396667
Dataset_Qwen3VL,p02916,0.51
Dataset_Qwen3VL,p03474,0.366667
Dataset_Qwen3VL,p02959,0.4
Dataset_Qwen3VL,p02725,0.33
Dataset_Qwen3VL,p02971,0.29
Dataset_Qwen3VL,p02622,0.41
Dataset_Qwen3VL,p02420,0.313333
Dataset_Qwen3VL,p02390,0.29
Dataset_Qwen3VL,p02391,0.55
Dataset_Qwen3VL,p02409,0.393333
Dataset_Qwen3VL,p02408,0.33
Dataset_Qwen3VL,p03071,0.5
Dataset_Qwen3VL,p04044,0.486667
Dataset_Qwen3VL,p03059,0.306667
Dataset_Qwen3VL,p02970,0.53
Dataset_Qwen3VL,p02582,0.346667
Dataset_Qwen3VL,p02958,0.386667
Dataset_Qwen3VL,p03449,0.57
Dataset_Qwen3VL,p03107,0.533333
Dataset_Qwen3VL,p02421,0.275
Dataset_Qwen3VL,p02755,0.34
Dataset_Qwen3VL,p02621,0.41
Dataset_Qwen3VL,p02812,0.43
Dataset_Qwen3VL,p03073,0.29
Dataset_Qwen3VL,p02595,0.52
Dataset_Qwen3VL,p02393,0.496667
Dataset_Qwen3VL,p03072,0.29
Dataset_Qwen3VL,p02783,0.35
Dataset_Qwen3VL,p03102,0.206667
Dataset_Qwen3VL,p03106,0.443333
Dataset_Qwen3VL,p02392,0.425
Dataset_Qwen3VL,p02754,0.445
Dataset_Qwen3VL,p02778,0.453333
Dataset_Qwen3VL,p02552,0.4
Dataset_Qwen3VL,p02988,0.516667
Dataset_Qwen3VL,p02397,0.5
Dataset_Qwen3VL,p04043,0.36
Dataset_Qwen3VL,p02396,0.406667
Dataset_Qwen3VL,p02802,0.35
Dataset_Qwen3VL,p02786,0.573333
Dataset_Qwen3VL,p02989,0.266667
Dataset_Qwen3VL,p03315,0.326667
Dataset_Qwen3VL,p03076,0.505
Dataset_Qwen3VL,p02779,0.39
Dataset_Qwen3VL,p03854,0.39
Dataset_Qwen3VL,p03471,0.39
Dataset_Qwen3VL,p03261,0.33
Dataset_Qwen3VL,p02553,0.43
Dataset_Qwen3VL,p02547,0.396667
Dataset_Qwen3VL,p02753,0.286667
Dataset_Qwen3VL,p02627,0.416667
Dataset_Qwen3VL,p02790,0.403333
Dataset_Qwen3VL,p02784,0.356667
Dataset_Qwen3VL,p02419,0.456667
Dataset_Qwen3VL,p03075,0.31
Dataset_Qwen3VL,p02394,0.396667
Dataset_Qwen3VL,p02381,0.386667
Dataset_Qwen3VL,p02418,0.31
Dataset_Qwen3VL,p03060,0.36
Dataset_Qwen3VL,p03289,0.323333
Dataset_Qwen3VL,p02785,0.426667
Dataset_Qwen3VL,p02801,0.46
Dataset_Qwen3VL,p02791,0.256667
Dataset_Qwen3VL,p02578,0.42
Dataset_Qwen3VL,p02829,0.45
Dataset_Qwen3VL,p03470,0.65
Dataset_Qwen3VL,p03680,0.45
Dataset_Qwen3VL,p03469,0.456667
Dataset_Qwen3VL,p02777,0.343333
Dataset_Qwen3VL,p02993,0.313333
Dataset_Qwen3VL,p03316,0.37
Dataset_Qwen3VL,p02987,0.416667
Dataset_Qwen3VL,p02818,0.406667
Dataset_Qwen3VL,p03455,0.255
Dataset_Qwen3VL,p03086,0.4
Dataset_Qwen3VL,p02415,0.433333
Dataset_Qwen3VL,p02830,0.483333
Dataset_Qwen3VL,p02401,0.483333
Dataset_Qwen3VL,p02398,0.313333
Dataset_Qwen3VL,p03087,0.483333
Dataset_Qwen3VL,p02399,0.55
Dataset_Qwen3VL,p02414,0.413333
Dataset_Qwen3VL,p02400,0.496667
Dataset_Qwen3VL,p02831,0.436667
Dataset_Qwen3VL,p02819,0.563333
Dataset_Qwen3VL,p02945,0.55
Dataset_Qwen3VL,p03285,0.383333
Dataset_Qwen3VL,p02951,0.526667
Dataset_Qwen3VL,p00001,0.345
Dataset_Qwen3VL,p02576,0.35
Dataset_Qwen3VL,p03695,0.51
Dataset_Qwen3VL,p03126,0.27
Dataset_Qwen3VL,p03324,0.386667
Dataset_Qwen3VL,p03456,0.463333
Dataset_Qwen3VL,p02947,0.373333
Dataset_Qwen3VL,p00003,0.39
Dataset_Qwen3VL,p02953,0.366667
Dataset_Qwen3VL,p02628,0.35
Dataset_Qwen3VL,p03293,0.396667
Dataset_Qwen3VL,p03720,0.46
Dataset_Qwen3VL,p02402,0.383333
Dataset_Qwen3VL,p02417,0.493333
Dataset_Qwen3VL,p02416,0.59
Dataset_Qwen3VL,p02832,0.35
Dataset_Qwen3VL,p02629,0.373333
Dataset_Qwen3VL,p03292,0.37
Dataset_Qwen3VL,p02403,0.356667
Dataset_Qwen3VL,p03494,0.343333
Dataset_Qwen3VL,p00002,0.403333
Dataset_Qwen3VL,p02952,0.376667
Dataset_Qwen3VL,p02946,0.313333
Dataset_Qwen3VL,p03457,0.34
Dataset_Qwen3VL,p02981,0.44
Dataset_Qwen3VL,p02577,0.34
Dataset_Qwen3VL,p03325,0.42
Dataset_Qwen3VL,p02759,0.426667
Dataset_Qwen3VL,p02771,0.373333
Dataset_Qwen3VL,p02639,0.51
Dataset_Qwen3VL,p00006,0.516667
Dataset_Qwen3VL,p02995,0.35
Dataset_Qwen3VL,p02836,0.486667
Dataset_Qwen3VL,p03282,0.25
Dataset_Qwen3VL,p03043,0.38
Dataset_Qwen3VL,p02413,0.463333
Dataset_Qwen3VL,p02407,0.286667
Dataset_Qwen3VL,p02406,0.376667
Dataset_Qwen3VL,p03042,0.353333
Dataset_Qwen3VL,p02412,0.37
Dataset_Qwen3VL,p02957,0.46
Dataset_Qwen3VL,p00007,0.313333
Dataset_Qwen3VL,p02994,0.42
Dataset_Qwen3VL,p03308,0.46
Dataset_Qwen3VL,p02570,0.36
Dataset_Qwen3VL,p02772,0.346667
Dataset_Qwen3VL,p03136,0.366667
Dataset_Qwen3VL,p03478,0.473333
Dataset_Qwen3VL,p02982,0.5
Dataset_Qwen3VL,p02766,0.4
Dataset_Qwen3VL,p03644,0.495
Dataset_Qwen3VL,p03493,0.326667
Dataset_Qwen3VL,p03242,0.346667
Dataset_Qwen3VL,p00011,0.21
Dataset_Qwen3VL,p00005,0.453333
Dataset_Qwen3VL,p02612,0.213333
Dataset_Qwen3VL,p03281,0.34
Dataset_Qwen3VL,p02835,0.456667
Dataset_Qwen3VL,p02389,0.4
Dataset_Qwen3VL,p02388,0.468333
Dataset_Qwen3VL,p02411,0.376667
Dataset_Qwen3VL,p03041,0.426667
Dataset_Qwen3VL,p03243,0.416667
Dataset_Qwen3VL,p02404,0.36
Dataset_Qwen3VL,p02410,0.3
Dataset_Qwen3VL,p02613,0.423333
Dataset_Qwen3VL,p02767,0.366667
Dataset_Qwen3VL,p02405,0.31
Dataset_Qwen3VL,p02773,0.313333
Dataset_Qwen3VL,p02983,0.356667
Dataset_Qwen3VL,p02571,0.343333
Dataset_Qwen3VL,p03109,0.325
Dataset_Qwen3VL,p02264,0.536667
Dataset_Qwen3VL,p03146,0.376667
Dataset_Qwen3VL,p03378,0.303333
Dataset_Qwen3VL,p03998,0.37
Dataset_Qwen3VL,p02258,0.4
Dataset_Qwen3VL,p02700,0.246667
Dataset_Qwen3VL,p02847,0.363333
Dataset_Qwen3VL,p04012,0.47
Dataset_Qwen3VL,p02675,0.363333
Dataset_Qwen3VL,p02729,0.376667
Dataset_Qwen3VL,p02701,0.466667
Dataset_Qwen3VL,p02887,0.506667
Dataset_Qwen3VL,p03435,0.423333
Dataset_Qwen3VL,p02717,0.556667
Dataset_Qwen3VL,p02677,0.5
Dataset_Qwen3VL,p02259,0.55
Dataset_Qwen3VL,p03147,0.366667
Dataset_Qwen3VL,p02879,0.52
Dataset_Qwen3VL,p02676,0.546667
Dataset_Qwen3VL,p02688,0.31
Dataset_Qwen3VL,p02886,0.44
Dataset_Qwen3VL,p02712,0.5
Dataset_Qwen3VL,p03434,0.343333
Dataset_Qwen3VL,p03632,0.43
Dataset_Qwen3VL,p02706,0.496667
Dataset_Qwen3VL,p02921,0.593333
Dataset_Qwen3VL,p02935,0.343333
Dataset_Qwen3VL,p03352,0.225
Dataset_Qwen3VL,p02699,0.41
Dataset_Qwen3VL,p02909,0.37
Dataset_Qwen3VL,p03035,0.456667
Dataset_Qwen3VL,p02713,0.27
Dataset_Qwen3VL,p03814,0.49
Dataset_Qwen3VL,p02897,0.446667
Dataset_Qwen3VL,p03545,0.3
Dataset_Qwen3VL,p02707,0.32
Dataset_Qwen3VL,p02705,0.433333
Dataset_Qwen3VL,p02711,0.333333
Dataset_Qwen3VL,p02934,0.413333
Dataset_Qwen3VL,p02922,0.333333
Dataset_Qwen3VL,p02263,0.46
Dataset_Qwen3VL,p02881,0.423333
Dataset_Qwen3VL,p02659,0.333333
Dataset_Qwen3VL,p02880,0.38
Dataset_Qwen3VL,p03037,0.356667
Dataset_Qwen3VL,p02658,0.56
Dataset_Qwen3VL,p03220,0.373333
Dataset_Qwen3VL,p02923,0.4
Dataset_Qwen3VL,p02260,0.51
Dataset_codellama,p03775,0.253333
Dataset_codellama,p02641,0.24
Dataset_codellama,p03012,0.2
Dataset_codellama,p02640,0.213333
Dataset_codellama,p03239,0.143333
Dataset_codellama,p02898,0.273333
Dataset_codellama,p02682,0.21
Dataset_codellama,p03371,0.19
Dataset_codellama,p03013,0.206667
Dataset_codellama,p02899,0.186667
Dataset_codellama,p03370,0.116667
Dataset_codellama,p03416,0.186667
Dataset_codellama,p02681,0.166667
Dataset_codellama,p02911,0.2
Dataset_codellama,p02910,0.206667
Dataset_codellama,p02657,0.253333
Dataset_codellama,p04030,0.21
Dataset_codellama,p03011,0.263333
Dataset_codellama,p02694,0.283333
Dataset_codellama,p02723,0.17
Dataset_codellama,p03161,0.133333
Dataset_codellama,p02257,0.38
Dataset_codellama,p02256,0.343333
Dataset_codellama,p03001,0.103333
Dataset_codellama,p03160,0.166667
Dataset_codellama,p03000,0.19
Dataset_codellama,p02848,0.246667
Dataset_codellama,p02860,0.273333
Dataset_codellama,p03835,0.243333
Dataset_codellama,p03360,0.283333
Dataset_codellama,p02268,0.233333
Dataset_codellama,p02718,0.213333
Dataset_codellama,p02724,0.146667
Dataset_codellama,p02917,0.2
Dataset_codellama,p02730,0.236667
Dataset_codellama,p02693,0.18
Dataset_codellama,p02725,0.3
Dataset_codellama,p02916,0.26
Dataset_codellama,p02687,0.163333
Dataset_codellama,p02731,0.18
Dataset_codellama,p02255,0.35
Dataset_codellama,p02719,0.176667
Dataset_codellama,p03474,0.123333
Dataset_codellama,p02420,0.26
Dataset_codellama,p02971,0.323333
Dataset_codellama,p03448,0.136667
Dataset_codellama,p02959,0.143333
Dataset_codellama,p02622,0.38
Dataset_codellama,p02408,0.193333
Dataset_codellama,p02391,0.476667
Dataset_codellama,p02409,0.22
Dataset_codellama,p02390,0.22
Dataset_codellama,p03071,0.21
Dataset_codellama,p02958,0.263333
Dataset_codellama,p03059,0.203333
Dataset_codellama,p02421,0.226667
Dataset_codellama,p04044,0.233333
Dataset_codellama,p03449,0.316667
Dataset_codellama,p02970,0.153333
Dataset_codellama,p02582,0.346667
Dataset_codellama,p03107,0.226667
Dataset_codellama,p02755,0.37
Dataset_codellama,p02621,0.063333
Dataset_codellama,p03072,0.15
Dataset_codellama,p02783,0.176667
Dataset_codellama,p02812,0.18
Dataset_codellama,p03073,0.176667
Dataset_codellama,p02393,0.58
Dataset_codellama,p02392,0.393333
Dataset_codellama,p02754,0.16
Dataset_codellama,p02595,0.183333
Dataset_codellama,p03102,0.076667
Dataset_codellama,p03106,0.28
Dataset_codellama,p02988,0.203333
Dataset_codellama,p03076,0.163333
Dataset_codellama,p02397,0.366667
Dataset_codellama,p02552,0.243333
Dataset_codellama,p02778,0.166667
Dataset_codellama,p04043,0.22
Dataset_codellama,p02396,0.313333
Dataset_codellama,p02802,0.236667
Dataset_codellama,p03261,0.203333
Dataset_codellama,p02786,0.146667
Dataset_codellama,p02989,0.256667
Dataset_codellama,p03471,0.133333
Dataset_codellama,p03315,0.253333
Dataset_codellama,p02547,0.206667
Dataset_codellama,p02553,0.14
Dataset_codellama,p02779,0.48
Dataset_codellama,p03854,0.2
Dataset_codellama,p02753,0.13
Dataset_codellama,p02790,0.14
Dataset_codellama,p02784,0.133333
Dataset_codellama,p02627,0.54
Dataset_codellama,p02419,0.24
Dataset_codellama,p02381,0.28
Dataset_codellama,p02394,0.27
Dataset_codellama,p03075,0.4
Dataset_codellama,p02418,0.246667
Dataset_codellama,p03060,0.213333
Dataset_codellama,p02801,0.116667
Dataset_codellama,p02829,0.263333
Dataset_codellama,p02785,0.153333
Dataset_codellama,p03289,0.146667
Dataset_codellama,p02791,0.15
Dataset_codellama,p02578,0.186667
Dataset_codellama,p03316,0.153333
Dataset_codellama,p03470,0.166667
Dataset_codellama,p03469,0.17
Dataset_codellama,p03680,0.32
Dataset_codellama,p02993,0.14
Dataset_codellama,p02987,0.19
Dataset_codellama,p03455,0.21
Dataset_codellama,p02777,0.263333
Dataset_codellama,p02818,0.12
Dataset_codellama,p03086,0.236667
Dataset_codellama,p02415,0.186667
Dataset_codellama,p02401,0.25
Dataset_codellama,p02398,0.273333
Dataset_codellama,p02830,0.143333
Dataset_codellama,p02399,0.276667
Dataset_codellama,p02831,0.313333
Dataset_codellama,p02400,0.413333
Dataset_codellama,p03087,0.23
Dataset_codellama,p02414,0.193333
Dataset_codellama,p00001,0.35
Dataset_codellama,p03285,0.263333
Dataset_codellama,p02951,0.353333
Dataset_codellama,p02819,0.1
Dataset_codellama,p02945,0.213333
Dataset_codellama,p03695,0.236667
Dataset_codellama,p02576,0.19
Dataset_codellama,p03324,0.133333
Dataset_codellama,p03456,0.196667
Dataset_codellama,p03126,0.196667
Dataset_codellama,p02947,0.293333
Dataset_codellama,p00003,0.256667
Dataset_codellama,p03293,0.283333
Dataset_codellama,p02628,0.14
Dataset_codellama,p02416,0.3
Dataset_codellama,p02953,0.23
Dataset_codellama,p03720,0.12
Dataset_codellama,p02417,0.406667
Dataset_codellama,p02832,0.156667
Dataset_codellama,p02403,0.286667
Dataset_codellama,p02402,0.393333
Dataset_codellama,p03494,0.263333
Dataset_codellama,p00002,0.226667
Dataset_codellama,p03292,0.216667
Dataset_codellama,p02629,0.213333
Dataset_codellama,p02952,0.116667
Dataset_codellama,p02946,0.26
Dataset_codellama,p02577,0.183333
Dataset_codellama,p03325,0.22
Dataset_codellama,p03457,0.26
Dataset_codellama,p02981,0.063333
Dataset_codellama,p02639,0.12
Dataset_codellama,p02995,0.183333
Dataset_codellama,p02759,0.2
Dataset_codellama,p02771,0.39
Dataset_codellama,p02836,0.33
Dataset_codellama,p00006,0.166667
Dataset_codellama,p03282,0.18
Dataset_codellama,p03043,0.096667
Dataset_codellama,p02407,0.266667
Dataset_codellama,p02413,0.326667
Dataset_codellama,p02406,0.423333
Dataset_codellama,p03042,0.356667
Dataset_codellama,p02412,0.293333
Dataset_codellama,p02957,0.133333
Dataset_codellama,p00007,0.21
Dataset_codellama,p03308,0.18
Dataset_codellama,p02994,0.193333
Dataset_codellama,p03136,0.168333
Dataset_codellama,p02570,0.223333
Dataset_codellama,p03644,0.206667
Dataset_codellama,p02982,0.11
Dataset_codellama,p02772,0.316667
Dataset_codellama,p03478,0.166667
Dataset_codellama,p02766,0.133333
Dataset_codellama,p03493,0.076667
Dataset_codellama,p03242,0.11
Dataset_codellama,p02612,0.23
Dataset_codellama,p00005,0.283333
Dataset_codellama,p00011,0.123333
Dataset_codellama,p03281,0.183333
Dataset_codellama,p02835,0.316667
Dataset_codellama,p02404,0.366667
Dataset_codellama,p02410,0.366667
Dataset_codellama,p02389,0.203333
Dataset_codellama,p02388,0.483333
Dataset_codellama,p02411,0.226667
Dataset_codellama,p02405,0.15
Dataset_codellama,p03041,0.273333
Dataset_codellama,p03243,0.3
Dataset_codellama,p02613,0.13
Dataset_codellama,p02773,0.523333
Dataset_codellama,p02983,0.233333
Dataset_codellama,p02767,0.216667
Dataset_codellama,p02571,0.193333
Dataset_codellama,p03109,0.283333
Dataset_codellama,p02264,0.366667
Dataset_codellama,p03146,0.233333
Dataset_codellama,p02258,0.263333
Dataset_codellama,p02700,0.33
Dataset_codellama,p03378,0.16
Dataset_codellama,p02847,0.14
Dataset_codellama,p02729,0.233333
Dataset_codellama,p02675,0.35
Dataset_codellama,p04012,0.176667
Dataset_codellama,p03147,0.193333
Dataset_codellama,p03998,0.239286
Dataset_codellama,p02259,0.27
Dataset_codellama,p02701,0.21
Dataset_codellama,p02677,0.256667
Dataset_codellama,p03435,0.203333
Dataset_codellama,p02688,0.186667
Dataset_codellama,p02717,0.186667
Dataset_codellama,p02879,0.156667
Dataset_codellama,p02887,0.316667
Dataset_codellama,p02886,0.203333
Dataset_codellama,p03434,0.193333
Dataset_codellama,p02676,0.5
Dataset_codellama,p02712,0.14
Dataset_codellama,p03352,0.207143
Dataset_codellama,p02909,0.29
Dataset_codellama,p02706,0.196667
Dataset_codellama,p03632,0.23
Dataset_codellama,p02935,0.226667
Dataset_codellama,p02921,0.456667
Dataset_codellama,p02699,0.336667
Dataset_codellama,p03035,0.176667
Dataset_codellama,p03545,0.156667
Dataset_codellama,p02934,0.25
Dataset_codellama,p02707,0.216667
Dataset_codellama,p02263,0.21
Dataset_codellama,p02897,0.15
Dataset_codellama,p02705,0.22
Dataset_codellama,p03814,0.193333
Dataset_codellama,p02713,0.286667
Dataset_codellama,p02711,0.34
Dataset_codellama,p02922,0.106667
Dataset_codellama,p02659,0.166667
Dataset_codellama,p02881,0.17
Dataset_codellama,p02923,0.153333
Dataset_codellama,p02260,0.376667
Dataset_codellama,p03037,0.243333
Dataset_codellama,p02658,0.263333
Dataset_codellama,p02880,0.28
Dataset_codellama,p03220,0.136667
Dataset_deepseek-r1,p02682,0.716667
Dataset_deepseek-r1,p02640,0.47
Dataset_deepseek-r1,p02899,0.633333
Dataset_deepseek-r1,p03775,0.746667
Dataset_deepseek-r1,p02898,0.73
Dataset_deepseek-r1,p03371,0.553333
Dataset_deepseek-r1,p03013,0.513333
Dataset_deepseek-r1,p03239,0.62
Dataset_deepseek-r1,p03012,0.72
Dataset_deepseek-r1,p02641,0.633333
Dataset_deepseek-r1,p03370,0.61
Dataset_deepseek-r1,p03416,0.7
Dataset_deepseek-r1,p02694,0.716667
Dataset_deepseek-r1,p02911,0.51
Dataset_deepseek-r1,p02681,0.57
Dataset_deepseek-r1,p04030,0.683333
Dataset_deepseek-r1,p02910,0.563333
Dataset_deepseek-r1,p03011,0.72
Dataset_deepseek-r1,p02657,0.65
Dataset_deepseek-r1,p02723,0.626667
Dataset_deepseek-r1,p02257,0.753333
Dataset_deepseek-r1,p03161,0.76
Dataset_deepseek-r1,p02860,0.683333
Dataset_deepseek-r1,p02256,0.54
Dataset_deepseek-r1,p03001,0.56
Dataset_deepseek-r1,p02268,0.503333
Dataset_deepseek-r1,p03160,0.78
Dataset_deepseek-r1,p03000,0.606667
Dataset_deepseek-r1,p02848,0.646667
Dataset_deepseek-r1,p03835,0.63
Dataset_deepseek-r1,p03360,0.743333
Dataset_deepseek-r1,p02730,0.58
Dataset_deepseek-r1,p02718,0.776667
Dataset_deepseek-r1,p02731,0.63
Dataset_deepseek-r1,p02725,0.633333
Dataset_deepseek-r1,p02687,0.47
Dataset_deepseek-r1,p02916,0.716667
Dataset_deepseek-r1,p02917,0.653333
Dataset_deepseek-r1,p02693,0.69
Dataset_deepseek-r1,p02724,0.616667
Dataset_deepseek-r1,p02255,0.8
Dataset_deepseek-r1,p03448,0.713333
Dataset_deepseek-r1,p02719,0.733333
Dataset_deepseek-r1,p02391,0.61
Dataset_deepseek-r1,p02408,0.583333
Dataset_deepseek-r1,p02622,0.633333
Dataset_deepseek-r1,p03474,0.716667
Dataset_deepseek-r1,p02959,0.64
Dataset_deepseek-r1,p02971,0.526667
Dataset_deepseek-r1,p02420,0.523333
Dataset_deepseek-r1,p03071,0.646667
Dataset_deepseek-r1,p02390,0.606667
Dataset_deepseek-r1,p02409,0.65
Dataset_deepseek-r1,p04044,0.635
Dataset_deepseek-r1,p02421,0.723333
Dataset_deepseek-r1,p03449,0.64
Dataset_deepseek-r1,p03059,0.513333
Dataset_deepseek-r1,p02970,0.773333
Dataset_deepseek-r1,p02582,0.763333
Dataset_deepseek-r1,p02958,0.67
Dataset_deepseek-r1,p02755,0.64
Dataset_deepseek-r1,p02621,0.513333
Dataset_deepseek-r1,p03107,0.64
Dataset_deepseek-r1,p02812,0.713333
Dataset_deepseek-r1,p03073,0.573333
Dataset_deepseek-r1,p02392,0.64
